ranking,昵称,抖音号,number of followers,gender,profession of the broadcaster,profession,Number of viewers,人数峰值,sales volume,销售额/万,value of sales,Word of mouth,Live broadcast times,Total products,Total duration of live broadcast
945,Disney迪士尼童品仓,_Disneykids,154823,female,穿搭,4,61070,6230,8.2w,659.30 ,6.76 ,4.80,41,98,4天13时5分24秒
946,宜兴山水陶舍紫砂,V17135100103,65960,female,文学艺术,16,11522,533,5372,659.10 ,6.59 ,4.97,54,5106,8天10时19分23秒
947,A哥很A,AGHA888,2538314,male,剧情,17,199828,11679,6.6w,658.20 ,6.58 ,4.72,16,407,2天21时5分
948,EMXEE 嫚熙旗舰店,EMXEE_001,107178,female,母婴育儿,15,68851,404,5.9w,657.80 ,6.58 ,4.80,30,154,19天16时24分57秒
949,拍拍严选（二手手机数码）,2122144650,315247,female,科技,1,12015,1771,2233,657.70 ,6.58 ,4.01,92,113,17天19时1分9秒
950,乡村小乔,qiao2099,8505244,female,生活,5,680637,50719,5.7w,656.30 ,6.56 ,4.81,7,65,1天1时48分10秒
951,达哥珠宝,dagezhubao27,23282,female,时尚,0,28770,1934,7309,655.80 ,6.56 ,4.11,9,594,21时9分24秒
952,桥响服饰商行,CF52666888,662663,female,穿搭,4,129119,9728,11.3w,655.10 ,6.55 ,4.71,59,179,11天4时11分54秒
953,MAITANEKALOS,MAITANEKALOS.,154177,female,穿搭,4,87317,7291,3.3w,653.10 ,6.53 ,4.55,30,56,4天1时45分20秒
954,雪玲妃官方旗舰店,snefe,473941,female,美妆,6,61860,1386,9.7w,653.30 ,6.53 ,4.95,35,36,19天16时22分19秒
955,青岛鑫百润礼品有限公司,qingdaoxinbairun,354284,female,生活,5,86675,2320,15.3w,652.70 ,6.53 ,4.99,32,994,4天17时15分38秒
956,苏州绣满山塘服饰（招主播）,T520666888666888,301697,female,穿搭,4,50112,2993,12.6w,652.00 ,6.52 ,4.72,66,602,8天27分41秒
957,梓玉衣橱,jl17365071050,379777,female,穿搭,4,71329,2970,3.8w,651.90 ,6.52 ,1.62,75,142,11天3时16分19秒
958,马大展,MDZ521,2746286,female,生活,5,359610,26741,9.7w,650.10 ,6.50 ,4.69,19,147,5天3时50分29秒
959,合拍合买,hepaihemaide,224905,female,生活,5,41659,9587,3.4w,649.40 ,6.49 ,4.07,132,22987,21天10时42分2秒
960,老唐育儿（每晚9点科普直播）,erketangyisheng,4351304,male,母婴育儿,15,36030,2100,5.3w,649.20 ,6.49 ,4.96,67,70,7天22时16分13秒
961,五芳斋品牌旗舰店,WUFANGZHAI_1921,41295,female,美食,10,49240,2137,10.2w,648.20 ,6.48 ,4.36,26,49,8天10时50分35秒
962,妮宝一家,ninibaobao4,1360184,female,网红美女,7,112920,4024,5.8w,647.90 ,6.48 ,4.83,26,302,4天10时53分37秒
963,青青大码衣橱,qingqingdama,332716,female,穿搭,4,278060,8394,8.3w,617.90 ,6.49 ,4.95,12,304,1天14时1分41秒
961,初为服饰,Chuwei7777,708327,female,穿搭,4,99993,2149,5.8w,617.80 ,6.18 ,4.81,27,610,6天15时29分
965,熙世美（7月12号7点官方家居节炸浮力）,maodanlin,1504470,female,家居,19,153366,4581,9.0w,646.80 ,6.47 ,4.95,15,155,3天1时51分1秒
966,大飞哥哥,1998.5.2666,1345014,male,生活,5,240459,8278,1.8w,646.20 ,6.46 ,4.62,4,456,22时52分48秒
967,胡涵溪,huhanxi1818,6527302,female,生活,5,388604,15797,11.5w,646.20 ,6.46 ,4.90,16,101,1天21时54分7秒
968,兜兜私人定制,2069057229,340168,female,情感,9,104728,1751,9.1w,646.00 ,6.46 ,4.84,27,647,6天6时34分
969,蕾蕾🍀🍀🍀,lei12345679,926672,female,体育,18,39752,7303,2.3w,645.90 ,6.46 ,4.44,40,36,3天10时42分14秒
970,贝宣格服饰,BeiXuanGe,327704,female,穿搭,4,209520,3984,5.8w,615.10 ,6.15 ,4.71,62,86,19天21时52分5秒
971,realme真我手机,2021realme,765967,female,科技,1,48747,12989,4121,645.30 ,6.45 ,4.11,33,37,11天7时41分24秒
972,艾克奇百货,dada1592051284,198387,female,美妆,6,16265,2005,16.2w,611.10 ,6.11 ,4.80,37,54,18天12时31分9秒
973,启茉female装•批发店（周一到周四直播）,A0005A,318734,female,穿搭,4,207853,8397,14.1w,613.70 ,6.14 ,4.97,16,1202,1天9时52分42秒
974,猫哥评测Schuker,wsmjk,741137,male,种草,2,88712,751,3129,611.70 ,6.12 ,4.73,30,138,17天15时8分32秒
975,水星家纺官方旗舰店,shuixingjfgf,491883,female,家居,19,70164,854,3.3w,641.20 ,6.41 ,4.65,30,135,21天6时46分14秒
976,杭州四季青精品female装市场詹艳平服装店,691632657,311267,female,穿搭,4,176922,3681,5.5w,610.80 ,6.11 ,4.97,32,208,7天4时47分10秒
977,六一的宝藏,liuyidebaozang,379621,female,穿搭,4,179112,5671,10.3w,610.50 ,6.11 ,1.86,35,224,5天10时16分21秒
978,种草丛万福帮,jh13305310826,161119,female,种草,2,84297,2888,11.5w,610.30 ,6.10 ,4.98,24,239,3天21时15分56秒
979,大小姐服饰（8点直播),dxj_999,563223,female,网红美女,7,38347,1868,6.2w,639.40 ,6.39 ,4.73,43,580,5天6时32分53秒
980,丹姐female装,Les001,3132962,female,穿搭,4,192106,1679,6.5w,638.10 ,6.38 ,1.68,32,106,14天22时44分59秒
981,麦子姐姐的小铺,0428XXL,230529,female,穿搭,4,356131,6816,5.7w,638.00 ,6.38 ,4.97,31,88,17天9时34分53秒
982,老王银饰,laowangyinsh,233199,female,时尚,0,32719,6617,5.0w,637.90 ,6.38 ,4.50,31,809,2天5时9分10秒
983,宁波伟峰智能,weifeng0,222060,male,种草,2,13651,2435,3.2w,637.90 ,6.38 ,5.00,26,5,5天13时26分15秒
984,小柒月月,135674778,2100245,female,家居,19,207729,11976,15.5w,637.70 ,6.38 ,4.89,27,221,12天7时45分18秒
985,征征魔力衣馆,morlie8888,315116,female,穿搭,4,45380,2629,7.1w,637.10 ,6.37 ,5.00,55,200,4天17时14分45秒
986,三人行智能锁指纹锁,moorben_smart,295802,male,科技,1,17715,1606,6967,634.80 ,6.35 ,4.47,60,11,15天4时33分58秒
987,古星童鞋,gxyx555,2033004,female,穿搭,4,212411,4475,15.7w,631.10 ,6.31 ,4.71,27,553,5天14时13分58秒
988,金袋子kk,shenzhenshil36,173294,female,穿搭,4,131695,11405,6.5w,631.20 ,6.31 ,4.83,22,129,3天16时31分51秒
989,SumanSoul二姐,sumansoul,7084307,female,体育,18,55171,2316,1.5w,632.10 ,6.32 ,4.80,41,2,3天22时4分51秒
990,武汉瑞达电脑diy,v1979758405,215859,male,游戏,29,44359,1109,4317,631.90 ,6.32 ,4.98,25,133,4天2时48分20秒
991,影儿商城官方旗舰店,YINGERMALL,397334,female,穿搭,4,19753,141,8562,631.80 ,6.32 ,4.79,62,919,12天16时7分6秒
992,彩虹星球安全食材,CaiHongXinQiu,886624,female,生活,5,17197,214,5.2w,631.80 ,6.32 ,5.00,52,24,17天8时57分57秒
993,汾酒旗舰店,fenjiuqijian,249257,female,美食,10,68037,1318,1.5w,631.70 ,6.32 ,4.46,34,53,19天21时15分1秒
994,子曦珠宝,1154717548,186226,female,时尚,0,25325,1328,4605,629.50 ,6.30 ,4.87,38,2476,23天13时17分48秒
995,来吃点好的,2213620307,390159,female,美食,10,339143,22606,46.6w,628.80 ,6.29 ,4.87,35,66,10天12时47分17秒
996,哈哈的服装搭配日记,mengmengshop,86944,female,,31,160582,3107,14.5w,628.60 ,6.29 ,4.81,50,3416,7天8时21分7秒
997,杨澜,yanglanshuo,3659384,female,明星,3,498168,16902,2.6w,628.00 ,6.28 ,4.85,2,156,16时14分41秒
998,薇薇的日常,7169874,1238608,female,网红美女,7,168357,3043,5.2w,627.90 ,6.28 ,4.85,12,177,3天7时55分19秒
999,温州倩哥（7月6日新款大上新）,fbq5277,17062,female,穿搭,4,48471,856,2.8w,627.70 ,6.28 ,4.93,28,535,6天3时17分5秒
1000,花姐female装（最近在二花female装号播）,15859108800v,313651,female,穿搭,4,99701,5403,40.2w,627.10 ,6.27 ,4.73,89,7770,9天8时7分23秒
1001,阿伟家潮鞋店,mk1122121,865295,male,穿搭,4,53068,15921,6.7w,627.30 ,6.27 ,4.18,71,72,1天2时11分16秒
1002,孙晓萌（7.6宠粉专场）,1989823730,613038,female,种草,2,15687,3377,4.5w,627.20 ,6.27 ,4.94,31,62,3天22时47分52秒
1003,千寻一起旅行吧,630777721,130585,female,旅行,25,21032,723,2973,625.80 ,6.26 ,4.75,28,9,8天12时14分28秒
1004,泰蜜Tammy,Tammy260035,3210301,female,音乐,13,1675608,319515,10.2w,625.40 ,6.25 ,4.90,36,146,4天7时50分22秒
1005,铁血缝纫机(直播中）,dy5mb685wrlf,2243308,male,种草,2,318199,681,2.7w,621.10 ,6.21 ,4.95,8,85,21天22时30分6秒
1006,艾俪精品female装,rongjie123,280428,female,穿搭,4,344745,3275,9.7w,623.90 ,6.24 ,4.47,37,41,20天23时48分25秒
1007,王耀庆,dymd150qxoth,5657978,male,明星,3,2375930,55796,6.9w,622.70 ,6.23 ,4.60,4,138,21时41分12秒
1008,小九玖黛衣官方旗舰店,xj061218,996810,female,穿搭,4,205882,7228,12.0w,621.00 ,6.21 ,4.79,18,1433,4天3时32分55秒
1009,修正官方品牌旗舰店,CBYY0116,323808,female,美妆,6,32212,531,3.0w,620.80 ,6.21 ,4.94,43,47,18天1时55分16秒
1010,老板上班了,DXCM0001,1849019,male,搞笑,14,351900,11705,14.1w,620.70 ,6.21 ,4.92,13,168,1天14时57分54秒
1011,心上SKP,xinshangSKP5,70384,female,穿搭,4,4705,78,583,620.20 ,6.20 ,4.81,102,7750,19天10时18分16秒
1012,缅甸砍价王,kanjiawang666,461409,female,时尚,0,19960,1808,1.6w,620.00 ,6.20 ,4.07,122,14846,20天11时28分32秒
1013,欢太商城,HeyTapMall,220630,female,种草,2,39245,948,2661,619.90 ,6.20 ,4.59,33,80,11天20时24分23秒
1014,暴走的梨形多多【早上8.00直播】,dd001_,229986,female,穿搭,4,192316,4809,6.2w,619.70 ,6.20 ,4.82,24,81,1天1时15分16秒
1015,达银佳吴老板,bettersam666,32619,male,时尚,0,253999,2939,3.4w,619.00 ,6.19 ,5.00,3,566,1天8分48秒
1016,心上奢侈品,867907731,92607,female,种草,2,2176,122,354,618.10 ,6.18 ,4.81,93,3887,10天5时18分14秒
1017,丽公子服装商行,LiGzi1314,613320,female,穿搭,4,127314,3715,13.6w,617.30 ,6.17 ,1.96,43,87,22天5时21分37秒
1018,诗妮歌卫衣工厂,V15966925801,284135,female,穿搭,4,51638,2277,11.2w,615.60 ,6.16 ,1.86,28,252,2天22时36分9秒
1019,房子芸定制,2187239283,135014,female,穿搭,4,123319,3816,3.6w,611.30 ,6.11 ,5.00,29,223,4天12时10分28秒
1020,欧姐真丝female装——招主播,970022509,83437,female,穿搭,4,28688,1019,1.8w,613.80 ,6.14 ,4.89,36,681,5天17时2分55秒
1021,楚楚君自制female装,CC2019818,223725,female,生活,5,101598 ,2365,8.9w,613.00 ,6.13 ,4.90,34,620,7天13时13分19秒
1022,达蒙旅游,159207181,51268,female,,31,26220,1415,7531,612.90 ,6.13 ,4.70,36,53,16天14时49分21秒
1023,蜀中桃子姐,mack20120724,22273021,female,美食,10,624895,37319,28.9w,612.50 ,6.13 ,5.00,40,20,6天19时6分17秒
1024,牛丸安口,Nwankou,326782,male,美食,10,32104,1675,3.7w,612.30 ,6.12 ,4.98,34,20,12天17时56分18秒
1025,小花名表,hanamingbiao,32936,female,时尚,0,7874,134,256,612.20 ,6.12 ,4.42,68,751,16天19时33分21秒
1026,嘉嘉JIANG（早9点播）,jiajia526128,117601,female,穿搭,4,153879,3285,5.7w,611.70 ,6.12 ,1.69,30,66,5天20时38分36秒
1027,陈浩民,chenhaomin07,4205859,male,明星,3,540271,24170,2.1w,611.60 ,6.12 ,4.52,4,115,17时27分12秒
1028,涛总裁～线下课报名中,WSD8608,3681085,male,情感,9,263536,12737,3.7w,611.60 ,6.12 ,4.54,4,132,1天14时53分9秒
1029,东倪原创,dongniyuanch,190575,female,穿搭,4,80683,1603,8.8w,611.20 ,6.11 ,5.00,33,958,11天20分
1030,半夏心选【招主播】,dytbzhwtvr41,167538,female,穿搭,4,162273,10069,6.8w,610.00 ,6.10 ,4.17,33,54,4天34分39秒
1031,虎牙姐姐,ma798325,2790179,female,旅行,25,276469,6876,16.6w,609.50 ,6.10 ,4.94,24,56,3天6时37分36秒
1032,怡润家居服,huahua0818_,428240,female,穿搭,4,83245,1676,9.2w,609.10 ,6.09 ,4.89,26,42,1天1时16分13秒
1033,WU晓娜 （山西实体集合仓）,xn15903518027,22932,female,穿搭,4,37268,1708,2.5w,608.80 ,6.09 ,4.97,17,243,2天16时20分17秒
1034,maxrieny旗舰店,MAXRIENY2021,219388,female,穿搭,4,59166,2136,9816,608.20 ,6.08 ,4.77,44,675,14天13时54分31秒
1035,小饼干🍪,Laodaojiejie001,6272161,female,生活,5,657168,53057,11.5w,607.30 ,6.07 ,4.70,13,470,2天10时47分26秒
1036,lisaroma,LISAROMA,335474,female,穿搭,4,28804,697,7697,606.00 ,6.06 ,4.78,48,57,10天16时32分16秒
1037,大力家教学习灯,dlzn888,77617,female,种草,2,52639,1752,9794,605.30 ,6.05 ,4.82,11,4,6天18时21分21秒
1038,衣圆圆小艾服装官方账号,zyczhq777,288548,female,穿搭,4,149905,2611,8.3w,605.10 ,6.05 ,4.59,34,343,5天9时52分17秒
1039,食乐康美食,Slksp1866,326998,female,美食,10,62585,2914,6.1w,604.50 ,6.05 ,4.81,31,21,17天1时51分5秒
1040,木悦轩核雕工厂,muyuexuan888888,69910,male,,31,16071,4767,6.0w,603.60 ,6.04 ,4.58,241,15324,21天4时17分22秒
1041,淘玉达人翡翠珠宝,105805970,725818,female,网红美女,7,31492,770,5148,602.40 ,6.02 ,4.86,41,4437,21天21时7分1秒
1042,一枝梅爱唱歌⚡️宝妈节10000个大榴莲,AAA199428,3007194,female,音乐,13,224969,50867,13.0w,601.90 ,6.02 ,4.67,77,334,6天8时10分7秒
1043,金名服饰,kinming007,279556,female,穿搭,4,160779,3531,4.1w,601.80 ,6.02 ,4.84,34,50,10天23时51分17秒
1044,悄悄female装优选(今晚8点开播),kefukadayi,73739,female,,31,116414,5894,2.8w,601.00 ,6.01 ,4.67,27,72,3天9时25分7秒
1045,长腿叔叔,20611071,271296,female,生活,5,84832,22779,12.8w,600.50 ,6.01 ,4.46,20,139,1天17时41分10秒
1016,张加衣努力ing,sisishimaishou,296778,female,穿搭,4,172108,5203,10.0w,600.10 ,6.00 ,4.81,26,1522,3天14时28分47秒
1047,Myra小马家定制,79743301,163910,female,穿搭,4,194930,5720,4.3w,598.70 ,5.99 ,4.59,21,16,3天10时36分21秒
1048,千奈美内衣旗舰店,qiannaimei1688,162088,female,穿搭,4,115244,8212,7.5w,598.40 ,5.98 ,4.92,50,34,5天3时12分36秒
1049,龙金枝❤️这个月只送不卖,jinzhi6688,1586986,female,剧情,17,58930,7023,11.0w,598.00 ,5.98 ,4.74,21,148,2天20时39分28秒
1050,嘉一服饰(早8点 晚6点开播),JY01228,203269,female,网红美女,7,58483,1153,1.2w,597.90 ,5.98 ,4.84,49,284,11天9时3分11秒
1051,OPPO,oppo2333,3312678,male,科技,1,106396,10173,2995,597.70 ,5.98 ,4.47,35,70,15天2时8分31秒
1052,Aloooooha精选中古奢品,Aloooooha,77539,female,穿搭,4,11692,157,595,597.10 ,5.97 ,4.99,53,2184,13天18时55分40秒
1053,专柜店长小小(每天上午11点开播),dyxiaoxiaoxiaoby,82071,female,穿搭,4,93881,1831,2.0w,596.90 ,5.97 ,4.92,28,490,5天19时21分42秒
1054,琳三妹小号,AL201334,2123551,female,生活,5,189499,15066,7.5w,596.40 ,5.96 ,4.69,75,28,7天1时5分38秒
1055,松石一哥工厂直播,mk61041279,93520,female,时尚,0,72029,3614,5.3w,596.40 ,5.96 ,4.90,23,5688,5天13时25分41秒
1056,La Chapelle官方female装店,LaChapelleFlagsh,181552,female,穿搭,4,79840,5135,4.1w,596.20 ,5.96 ,4.98,84,259,11天5时11分18秒
1057,连咖啡,Coffeebox,167878,female,美食,10,31341,1259,3.6w,595.90 ,5.96 ,4.98,33,32,16天1时42分38秒
1058,杭丝韵服饰,Hangsiyun1,439879,female,穿搭,4,32733,284,1.2w,595.80 ,5.96 ,4.84,80,309,20天7时19分16秒
1059,金小金自制female装（7点开播）,jinxiaojin888,976982,female,穿搭,4,349973,5869,7.8w,595.80 ,5.96 ,4.88,20,151,4天3时42分14秒
1060,九乐手工银饰,1531208943,352957,female,时尚,0,20304,1734,3.2w,595.50 ,5.96 ,4.92,46,686,6天13时41分12秒
1061,轩阁墨香,moxiang6885,320811,female,穿搭,4,28559,701,9635,594.00 ,5.94 ,5.00,16,251,3天9时51分2秒
1062,蓝小熊好物家居,suprise510,500243,female,种草,2,661580,13009,22.9w,594.00 ,5.94 ,4.83,26,225,8天11时38分9秒
1063,酒划算许佳,wukelanxujia,1176964,male,美食,10,20060,1614,3.3w,593.70 ,5.94 ,4.96,81,48,19天20时4分46秒
1061,AROOM孕妇装,AROOM6666,832596,female,穿搭,4,94350,872,5.2w,593.20 ,5.93 ,4.80,27,177,11天3时57分30秒
1065,涵涵严选💁🏻‍♀️（直播中）,62101013199,114748,female,种草,2,318098,5432,15.0w,592.80 ,5.93 ,4.89,4,15,4天8时49分45秒
1066,佩兰诗精选护肤,changzhanghufu,873452,female,美妆,6,74021,6101,3.9w,592.70 ,5.93 ,4.85,39,136,11天20时10分
1067,丹老大严选,chenxiaodan5200,378903,female,生活,5,33133,11165,2.6w,592.50 ,5.93 ,4.89,12,141,2天18时31分33秒
1068,心上折扣奢品站,xinshangwanbiao,37909,male,时尚,0,10018 ,613,1712,592.50 ,5.93 ,4.73,95,8736,18天7时7分44秒
1069,雅韵桑蚕丝,sangcansi88,207295,female,穿搭,4,96719,3867,1.6w,591.90 ,5.92 ,4.71,36,195,3天13时41分14秒
1070,瑞丽七哥,RL_7ge,78781,male,时尚,0,25177,1858,2694,591.70 ,5.92 ,4.43,63,1456,14天22时34分19秒
1071,琨儿（七点见）,3720860,167062,female,穿搭,4,32714,2738,11.4w,591.70 ,5.92 ,4.95,41,788,4天20时58分48秒
1072,MOUSSY,872205866,77013,female,穿搭,4,26258,696,1.7w,589.50 ,5.90 ,1.86,65,254,16天21时21分13秒
1073,小个子百灵（每天晚上7点直播）,xgz666807,341110,female,穿搭,4,233043,5375,4.3w,589.50 ,5.90 ,4.83,30,195,5天2时35分41秒
1074,小个子切糕教穿搭,Qiegaolive,1161378,female,穿搭,4,98105,2498,5.4w,589.00 ,5.89 ,4.99,34,196,5天3时21分56秒
1075,寻路人,xlr2016,111786,female,穿搭,4,68021,3475,2.1w,588.00 ,5.88 ,4.99,39,277,5天15时26分21秒
1076,小伙爱泡菜,dy9c9atiyvbr,2345579,male,美食,10,219016,11294,19.6w,587.90 ,5.88 ,4.99,51,50,5天16时35分57秒
1077,小银子户外休闲,Xyz13675824776,224129,female,户外,27,139212,3762,7.4w,587.50 ,5.88 ,4.79,28,53,7天12时4分3秒
1078,清子穿搭分享（早上9点直播）,gaizao2019,2183577,female,穿搭,4,73287,1900,4.8w,587.10 ,5.87 ,1.68,30,62,9天7时39分11秒
1079,小倩（只带高端货）,sc65169,201095,female,美妆,6,30440,2455,4.1w,586.70 ,5.87 ,4.54,50,93,5天5时42分32秒
1080,新潮流服装工厂,YL86886,634261,male,生活,5,405283,17479,16.1w,586.60 ,5.87 ,4.70,32,294,3天20时28分57秒
1081,贾不假品牌female鞋,jiabujiaxiefang,2244822,female,穿搭,4,79366,1387,8.0w,586.20 ,5.86 ,1.66,49,121,20天17时11分48秒
1082,凯飒真丝,gr300l,216658,female,穿搭,4,27777,1095,4.0w,584.70 ,5.85 ,4.99,22,126,2天23时28分11秒
1083,Nice然姐,99999999rran,3394281,female,职场教育,28,89782,3412,3.7w,584.70 ,5.85 ,5.00,14,83,3天5时58分
1084,琳欧尼百货店,linouni123,291777,female,美食,10,83087,5154,17.3w,584.30 ,5.84 ,5.00,16,308,1天15时18分45秒
1085,小北职业穿搭,dy6mzc8y6b1n,1260701,female,穿搭,4,220959,2211,3.3w,584.20 ,5.84 ,4.94,40,182,27天18时23分54秒
1086,叶子服饰优选工厂店,2065619736,149335,female,穿搭,4,100772 ,3327,10.6w,583.80 ,5.84 ,1.69,29,533,5天6时38分32秒
1087,BEASTER官方旗舰店,BEASTER_OFFICIAL,167867,female,穿搭,4,53550,2173,3.2w,583.40 ,5.83 ,4.95,62,194,11天22时38分18秒
1088,谷瑞可设计师品牌服装,GKE58998,239043,female,生活,5,38636,919,3.0w,583.20 ,5.83 ,4.79,31,130,4天14时1分33秒
1089,慢城茶具,manchengchaju,656965,male,种草,2,23679,1319,8.3w,582.30 ,5.82 ,4.83,98,16726,11天21时39分18秒
1090,无限畅官方旗舰店,wxc101,77899,female,美食,10,26836,697,1.9w,582.20 ,5.82 ,4.78,52,6,21天9时23分47秒
1091,小天鹅洗衣机,littleswan,560512,female,生活,5,17646,601,1315,581.90 ,5.82 ,4.47,35,52,10天3时1分7秒
1092,卡拉羊总裁华姐店,1976608917,355512,female,时尚,0,50981,1840,2.6w,581.60 ,5.82 ,4.87,20,51,7天13时37分46秒
1093,花子flower定制,hua123985,137678,female,穿搭,4,78875,1784,11.0w,581.50 ,5.82 ,1.76,55,123,9天17时58分26秒
1094,简单•生活,Chloe.J,4336573,male,生活,5,75333,17676,4.2w,581.50 ,5.82 ,4.87,73,58,3天17时58分8秒
1095,悦悦的宝藏小屋,dymyi9l6d1gb,176655,female,种草,2,61193,7722,19.6w,581.40 ,5.81 ,3.10,25,43,5天1时6分32秒
1096,媛媛姐,53584496506,17679,female,,31,17686,6356,8852,580.70 ,5.81 ,4.73,18,35,23时55分6秒
1097,小花星爷,hanazg28,94245,female,穿搭,4,13110,166,326,580.70 ,5.81 ,4.29,39,1428,6天5时11分32秒
1098,大德珠宝玉石,34934793290,76854,male,时尚,0,26718,3805,2.6w,580.30 ,5.80 ,4.54,20,910,1天23时31分50秒
1099,张丹丹的育儿经,zhangdandand,5668823,female,母婴育儿,15,42470,3340,4.8w,579.00 ,5.79 ,4.81,30,352,2天23时50分58秒
1100,辽宁晨泉教育咨询有限公司,liaoningchen89,385765,female,网红美女,7,113840,2254,8.0w,578.30 ,5.78 ,4.79,33,530,6天9时55分5秒
1101,导演：杨永春,X666Y8888,2333565,male,剧情,17,35309,2885,4492,577.70 ,5.78 ,3.85,2,11,3时41分14秒
1102,梧小桐studio,111950065,504309,female,穿搭,4,211248,4553,7.0w,576.80 ,5.77 ,4.45,25,130,5天6时1分32秒
1103,奥康箱包官方旗舰店,AOKANG88,407070,female,穿搭,4,65198,3097,5.1w,576.70 ,5.77 ,4.94,49,187,6天9时37分30秒
1104,松哥鱼姐商贸,sgyj0908,390778,female,种草,2,104913,2837,4.4w,576.30 ,5.76 ,4.54,29,77,5天19时24分24秒
1105,珍珍female装批发（7号下午11点见）,1531512440,175567,female,穿搭,4,37487,978,2.1w,576.20 ,5.76 ,4.93,26,249,3天13时41分7秒
1106,董艳颖,ffssdd2010,1637242,female,搞笑,14,254495,10221,8.8w,575.80 ,5.76 ,4.89,11,81,2天29分51秒
1107,远明酒业专营店,yuanmingjxg,39355,female,种草,2,24279,398,3549,575.80 ,5.76 ,4.31,28,33,16天19时8分38秒
1108,帅帅形体哥教育,LF278278,2115219,male,生活,5,178365,18792,8.0w,575.50 ,5.76 ,4.97,71,114,8天21时52分35秒
1109,武汉艾依琪服饰有限公司,CH1818606,811016,female,穿搭,4,91417,2116,4.9w,575.40 ,5.75 ,4.91,106,74,24天8时55分47秒
1110,素说文艺复古female装,dyhwtpdb51zl,323116,female,穿搭,4,61613,3371,7.2w,575.20 ,5.75 ,1.61,52,228,8天20时55分4秒
1111,尚格格大码【厂家直销】,YY20299,668190,female,穿搭,4,126526,2906,13.9w,575.10 ,5.75 ,1.63,78,279,13天21时44秒
1112,比乐优选(工厂直发),ruyi915,332360,female,种草,2,41215,1955,8.3w,574.70 ,5.75 ,4.97,39,5,19天4时49分9秒
1113,豪立💎珠宝9️⃣2️⃣2️⃣,shaoshuai8886,61871,male,时尚,0,50099,10663,4.5w,574.30 ,5.74 ,4.49,23,567,1天8时52分56秒
1114,新郑市白马服装厂,dyck2s4k9hmu,1949340,female,穿搭,4,291573,7519,9.0w,574.20 ,5.74 ,4.91,30,128,3天23时30分29秒
1115,一哥彩宝工厂直播,87476779736,52164,female,时尚,0,74675,3461,5.6w,573.90 ,5.74 ,4.92,34,6629,7天18时52分32秒
